polygon_id,Class,centroid_x,centroid_y,area_m2
231,10,828667.0323444818,4512660.676265332,1083.2386664143148
232,10,826525.7125316702,4512688.15698486,910.0363063196714
233,10,824627.572779697,4512532.952941636,94.79207950252543
234,10,775584.189363095,4549341.945027959,1626.4746411067958
235,10,799205.2845826539,4506104.290857454,2299.1042160178795
236,10,800297.1203497672,4505613.317887396,847.7760406014812
237,10,801123.765682031,4505977.294107186,1522.130207476126
238,10,801822.1489961749,4505835.523288699,3665.507818318332
239,10,809317.1025499535,4494693.563851387,939.3559398374183
240,10,805523.5925121864,4493643.829043962,1508.2700591250123
241,10,806972.5680670212,4495185.445865498,5176.916706247354
242,10,809462.1628509297,4497157.382838577,1185.6010589648624
243,10,810496.7220238757,4497281.320425771,1097.9105900299037
244,10,811377.3435201566,4497615.792404902,1506.3098907492808
245,10,811999.7583005393,4498482.702369493,5597.248231220926
246,10,776470.3362829974,4547838.005501297,1537.568133038611
247,10,779873.7299835876,4560738.563894376,5868.81648204372
248,10,776298.2801622984,4549327.137358318,863.4930432559853
249,10,775029.1043196336,4550215.726192535,827.5096718262629
250,10,775300.5205822109,4550209.768697958,739.610278708572
251,10,774699.7685233332,4552151.773707529,393.7796168184884
252,10,774587.303036428,4552312.445459089,934.1675729535128
253,10,773277.0423994594,4552709.991166261,1364.936718290347
254,10,773030.1425103868,4552643.221119782,1494.532084858803
255,10,786060.5976443128,4505838.950276575,2970.8582057942867
256,10,788021.2631478906,4507617.04591329,900.5499969511807
257,10,789065.6198763376,4507626.418220644,3135.060759398806
258,10,776992.2115018853,4553147.277706239,1699.1056817837016
259,10,777330.7200107211,4553801.0574962795,1000.2985214265188
260,10,828773.4472243051,4512777.703218454,1598.5772767743026
261,10,804976.4436904362,4532629.2318382235,521.6329997416567
262,10,806046.5056090724,4531711.228921161,156.14000777222338
263,10,809130.1847663654,4524309.796423257,188.35152873809596
264,10,812990.6229336831,4523746.833053418,153.97150270343533
265,10,813308.2084737701,4523867.547565309,208.16805102466503
266,10,826432.1494377779,4516436.418173609,1168.0748658754908
267,10,811665.2987986709,4501601.718722514,1355.4607012090937
268,10,803338.8349804456,4502368.147744191,568.7824041406632
269,10,804990.5636752623,4501976.686491879,1634.754011612456
270,10,805849.4370472091,4501638.05613647,3377.6866426083147
271,10,808015.2579163257,4500755.05703023,2266.7179960093317
272,10,828988.6931659287,4511535.391926382,3137.654403189603
273,10,803660.5881871349,4536835.335419108,708.8284415349257
274,10,822804.5774277449,4508377.443934902,1736.795199395198
275,10,823324.3716101595,4508830.280952755,1537.8910310177487
276,10,823196.7422783325,4509344.903749654,1580.8955767713683
277,10,792773.2576686463,4556126.69478681,259.52352460844463
278,10,796768.3966960162,4556623.401177438,186.618198651365
279,10,796775.0982634315,4555643.370734107,229.16707408900376
280,10,812442.1487852827,4506922.8860496385,131.4425122578639
281,10,812273.7428863887,4505703.196586816,523.9413202429544
282,10,811872.0616808209,4505530.388726102,339.12479173394064
283,10,813600.019135162,4497383.133397537,775.2749445618233
284,10,823030.464027623,4515572.600582694,73.57101774610337
285,10,816571.4753759677,4517965.065366491,199.05542644384488
286,10,824906.7511238398,4538416.610692112,5561.425889720298
287,10,773086.382244725,4552354.499171022,1187.1620328450385
288,10,774038.8916080765,4551791.809753144,1750.4372484067703
289,10,776004.8876889901,4552818.133115498,2207.626989478693
290,10,822806.0568114513,4515980.320586232,530.2893336057219
291,10,822100.0890518555,4516893.641991348,1351.2366237860053
292,10,823968.954728186,4542063.413409699,1801.6635742231783
293,10,823737.5783955574,4542319.819283906,1611.2062059654868
294,10,819999.3031002686,4544304.674165528,201.31399855157477
295,10,820318.2462674722,4549186.322465989,10701.140357558348
296,10,819460.008610086,4551713.88647361,25675.06530550905
297,10,816851.8983201319,4525458.415746578,2258.825676427749
298,10,824701.070100563,4537228.022645437,8042.811519948373
299,10,799727.9757145238,4507238.620619841,3537.992718003299
300,10,824478.2860911938,4540763.150691642,732.9755120373176
301,10,824442.636567526,4540872.050099468,2043.2825994143338
302,10,823209.2421881699,4542487.451994931,592.4819638237055
303,10,819973.6451822517,4551012.296023427,15172.071459434283
304,10,804729.4741512205,4539304.144142972,505.41390128817324
305,10,804753.0769166901,4538068.343070143,965.9306971797273
306,10,808871.3388170819,4497638.272556902,42.14692924548807
307,10,802818.1175619408,4549661.905133794,9517.445339660286
308,10,804741.1652239737,4539400.073903629,628.0087399733305
309,10,810767.9227841578,4523606.87912386,736.6870758421483
310,10,802277.0981879144,4543104.32576335,116.40344676666884
311,10,802942.4604533334,4542616.2374202795,407.29596286944275
312,10,821942.8371519,4521728.172801757,2743.0056652051653
313,10,809219.5698890844,4524750.882722306,1782.6385259739461
314,10,810493.870984755,4524223.57914175,2605.8195572064446
315,10,780340.0150097642,4551442.439794918,4371.123877666741
316,10,781309.258487697,4550992.815172739,972.2714447863789
317,10,782574.5299358183,4550551.637279328,1808.7446923348414
318,10,813987.7298494801,4524823.373976351,1854.2803131105195
319,10,814390.2241806961,4524598.941075571,1895.5757345467828
320,10,816021.1414153929,4524969.018492688,1447.955187801961
321,10,820683.137410785,4527491.775580027,1316.6447886137234
322,10,823001.2131858121,4527803.51376775,1161.7176976668081
323,10,822588.9612272971,4527643.512154095,824.7040637526949
324,10,822618.2814431321,4523102.920631931,2487.7622632056655
325,10,808650.2847812999,4525016.57703293,2470.084777726212
326,10,822463.4884348913,4520224.666340305,1778.15925457569
327,10,822694.2739109102,4519221.3525013225,2099.8837540839645
328,10,821493.4311082152,4518233.60279474,1355.0203232714448
329,10,818023.1308058467,4518132.692038021,696.5930909094774
330,10,815831.0260357648,4518857.4888704615,1451.8116636257105
331,10,789840.8807462064,4546053.249558061,1969.9015315087875
332,10,790256.309539743,4545145.253347369,2043.5011321328006
333,10,791843.4182302492,4545155.326430658,3531.4359032243788
334,10,804817.3377863758,4521641.22717805,763.3409315390517
335,10,804810.3637056838,4521794.979455952,609.9888844012129
336,10,804997.9223182321,4521907.87973126,756.4186142546773
337,10,806696.7303442657,4523140.369404859,1930.0128509838974
338,10,777364.2262492108,4538998.207773851,864.0461419627445
339,10,784857.938496048,4550824.103053913,1582.226066345637
340,10,785648.751025837,4550354.869360002,1011.8893135768443
341,10,786367.2754225276,4550197.171626207,784.3218228933772
342,10,786532.9516884168,4550376.193072465,1475.4806249055907
343,10,786909.0019856977,4550141.690539413,1742.2752809443418
344,10,787080.0726560877,4549750.181113019,1707.369457064002
345,10,787334.7141035523,4549502.315457187,904.529852219452
346,10,787795.9015487208,4549569.919681273,2108.7722499509428
347,10,789284.2920951908,4548627.790436422,2621.509904172415
348,10,788975.8421414347,4547939.668439591,3216.343888243611
349,10,788709.9049113692,4547600.714659545,4261.5614329403115
350,10,789052.2395557527,4547517.711418385,1081.1981630522332
351,10,795129.6231827716,4503452.091413506,1653.0464912346588
352,10,776529.6477865326,4540197.135973382,1612.6323139275312
353,10,776280.2109496342,4540143.647312591,2099.2253352135117
354,10,792551.6294334586,4545576.694683879,3479.8894493662883
355,10,795844.7749395954,4542433.888206452,3257.692272220919
356,10,797613.3738760437,4541941.899661752,1130.215805191623
357,10,798353.6017359581,4542205.089750382,3368.6001510803544
358,10,797960.533740076,4503454.312762682,2226.568238302872
359,10,804938.489967052,4520839.191164306,8801.315617903248
360,10,805016.0858382364,4522247.032257456,2466.3672918467246
361,10,805803.3861113633,4523049.942905005,2436.429371286394
362,10,807774.230885756,4524473.532020698,3586.510760391746
363,10,808013.3482108626,4524693.572130504,900.3213490117839
364,10,784930.2605906088,4505175.281885865,848.844364763911
365,10,808330.7725685756,4520803.588153078,1116.2102759167988
366,10,811385.2484266761,4495337.755979502,927.6075174383245
367,10,812798.0582220829,4497321.653158374,3115.7614946623003
368,10,774681.2764172663,4496553.102489593,811.9019513222034
369,10,775830.6786230734,4496784.387796094,537.6986157403749
370,10,776619.6789952994,4496680.460322094,796.5787032028802
371,10,777364.2156302093,4497110.547126884,623.0652820204854
372,10,781019.1247628313,4504327.250576895,1261.2702543588719
373,10,781908.1572616744,4504977.156343157,920.8427541681478
374,10,782614.5540299686,4505296.782961584,349.4562160700423
375,10,782777.5694078078,4505450.206023622,379.8462990411668
376,10,783677.341523372,4504461.398014442,360.3347669898155
377,10,813004.7618551138,4520355.908759255,3473.24664338947
378,10,785543.338754129,4505291.805510129,295.4585918226066
379,10,827638.1058406581,4498189.4727252545,1255.4253074706705
380,10,828432.199861699,4498555.760978166,660.2890880694515
381,10,827658.6234753815,4501756.444038247,775.5904715601375
382,10,790182.4456537886,4508077.898060577,1708.9680423289049
383,10,790373.3305154421,4508520.540789052,1178.325348799988
384,10,791445.5233663293,4508529.045735139,6353.492247847207
385,10,795638.5779031541,4506254.793589378,1540.4718446238683
386,10,795815.7541329379,4506821.452591926,4529.482768780495
387,10,796313.1746498744,4507499.734713381,5064.511678767083
388,10,796873.550557109,4507971.773325651,1185.8818895337986
389,10,797240.6723250309,4508039.275394089,2905.265233093856
390,10,828418.5055067475,4498774.9926958075,1303.4429787277372
391,10,797581.4466503861,4503316.287506157,801.9906625541453
392,10,803743.4248325313,4502622.952654871,1077.9018827345733
393,10,812777.9307342119,4496558.900818037,3332.5149532014807
394,10,818678.2674064786,4493442.488387974,1270.0241463745817
395,10,819892.8464985173,4494133.2196069155,545.8270538197212
396,10,819089.8192103183,4494185.477785218,1356.9430870018998
397,10,818733.3673579755,4494627.9095255295,1133.8314835991234
398,10,826723.4597981174,4497856.160586614,2100.4104373220725
399,10,811136.8403046163,4524447.161433897,1285.8816616193021
400,10,812562.6049475702,4524966.224171928,2253.198552067969
401,10,812996.0282530312,4525097.42579475,1740.2800704818364
402,10,827432.8460220369,4501152.787170709,3452.8710125871576
403,10,828926.1421598687,4498479.529006693,1294.3124061062645
404,10,824606.1058045725,4538974.143016133,1428.0101132760572
405,10,828055.0151457514,4497982.369764993,419.98282076579545
406,10,826511.9966257402,4498213.170480503,546.8969409854215
407,10,825922.362092038,4497970.041023404,401.97206880684405
408,10,823300.6211399249,4497429.807671157,2079.5145500412273
409,10,821653.5184129043,4497842.2630719375,1050.1390380803246
410,10,820335.5690831442,4497606.584453805,2822.4897388978206
411,10,817700.7314391972,4497808.082593041,1140.8290028334627
412,10,815647.4401636354,4496223.143128501,975.1075444614029
413,10,812839.687788472,4495367.420081092,1320.4538508637766
414,10,810853.2025728243,4496508.887184977,1947.6834936970108
415,10,814334.9459233503,4519121.351181231,1168.918057294176
416,10,824971.0681217065,4513403.807630332,774.0470440349826
417,10,828345.8970720548,4544805.76095718,13097.86001666326
418,10,823980.1940012436,4542205.370214307,8072.285476108759
419,10,819361.7774508954,4543678.957911131,3624.2471017981093
420,10,820409.5678426344,4543665.802101786,4935.659942595778
421,10,821817.0507091332,4541615.512267666,5365.432466353687
422,10,819639.9230254403,4543170.8381031,4089.2238335083684
423,10,821444.784864607,4543558.100535014,15267.197485356786
424,10,820689.3607958648,4545587.640502605,11178.499870767766
425,10,821429.3502457928,4546802.460601338,6252.522786856084
426,10,820777.8053097749,4546821.571397612,7392.82517067185
427,10,826083.1316744189,4513100.708770352,4070.9112183425814
428,10,824923.856211788,4512717.312156351,4993.048813125164
429,10,830368.8963804304,4551131.414591231,8333.716308676083
430,10,819503.1408614327,4551056.737341657,5361.055115209269
431,10,819464.4379613099,4552257.370242836,872.4828627303586
432,10,805985.7966864608,4506577.253731503,2982.9824687639625
433,10,808162.72890835,4507137.087441053,488.66591070034696
434,10,806345.5124538372,4507416.205447137,8326.282076417056
435,10,806064.2819692771,4506855.787193032,508.9516308928029
436,10,806099.100225303,4506282.012691543,2014.554534324712
437,10,804451.7857572646,4506953.446156053,4432.661083257988
438,10,814084.2501454985,4499156.02904336,3508.254697495577
439,10,807334.6923454978,4496383.169739177,4171.636506144349
440,10,808810.1799662462,4497453.626578945,2206.165359903557
441,10,807517.995062519,4501270.277005187,924.0354398890507
442,10,809291.8171008494,4542482.855229852,4573.989940667367
443,10,812899.2659164177,4516421.18188969,1839.3937583402283
444,10,831459.6818600864,4512877.749812674,2412.6672368878662
445,10,830415.7310794059,4513047.130411162,722.5718302818292
446,10,827246.8934400236,4512216.184962889,3494.117223265924
447,10,810104.4174744353,4506813.75587831,2078.3006100710136
448,10,810321.5983305747,4506731.774838352,7414.051611873037
449,10,811215.3878675259,4504958.191103745,4017.6449662890077
450,10,821596.5614882504,4516985.2545513855,980.0125143157147
451,10,820631.9141578174,4516757.872489367,4181.085440859281
452,10,825591.0606226422,4539798.190044565,54913.675884000506
453,10,826851.5283795325,4543628.622352384,28963.89637126571
454,10,825979.6623716622,4544024.790210339,14964.793316500572
455,10,802851.8747071427,4534461.21854179,1284.4685082160072
456,10,814106.2045066039,4544341.816057912,30320.99877089617
457,10,825518.6067830283,4539353.127675903,10073.64134319365
458,10,824872.5028310881,4537047.448914381,5812.975122714055
459,10,825482.5363591892,4539292.96767413,709.4611134315213
460,10,825373.0118971547,4539785.785325338,21136.151056438284
461,10,826307.0952425906,4548634.745612208,8896.156068465067
462,10,827385.7461622948,4548542.556626524,13799.193190439848
463,10,806940.7163803596,4536660.713984839,4042.3760110784
464,10,807952.4194089711,4537096.877998254,1323.084805952787
465,10,806168.0316324485,4535808.373351825,2970.4863055079645
466,10,831061.3749203107,4551046.109551092,179.27972257575752
467,10,832708.8725575206,4551322.506696533,15303.733027120472
468,10,830433.65628491,4545917.877491951,4199.030129497223
469,10,807836.1360026692,4531154.355426553,4906.52027131811
470,10,826518.0217376009,4538059.435001185,1001.0996986875259
471,10,825910.0223839513,4538463.198624457,3229.4392286641705
472,10,824210.9313573808,4539200.567665416,3034.93652200083
473,10,824957.8717631046,4538773.595415428,1304.6355333949361
474,10,825178.8437046043,4538188.382089236,1616.7975417644518
475,10,802463.4956693696,4534251.360491858,540.895304226637
476,10,802918.3028706501,4534973.177653813,533.6688997109347
477,10,803254.5561833398,4535185.512799387,1586.5791403317053
478,10,830017.4214807537,4542873.793075411,2511.4283408611736
479,10,830493.3087996925,4543500.040862668,3595.426010212399
480,10,830750.4727768573,4544823.639835921,8816.256363839728
481,10,807566.1816862028,4532011.06846068,4091.155020105726
482,10,830332.7677646467,4546535.40376445,1507.6432441207826
483,10,829466.7293709524,4547075.543672037,6148.255895512536
484,10,827672.8955824547,4546041.097280376,7814.339032295295
485,10,827869.5686912121,4545362.008368664,4025.205845240209
486,10,826708.928649284,4550906.485491334,3619.0684163597657
487,10,829854.1023422256,4552897.013070182,1687.7067100177785
488,10,829468.5358995739,4553154.9226,1659.818830164666
489,10,828578.415979597,4552428.961621368,1842.1235404546724
490,10,829816.583046823,4549829.99240267,5212.969755044672
491,10,805745.724171523,4527365.635802113,1273.8279535750773
